id,character,bucket
2451,寇,一级字表
2452,寅,一级字表
2453,寄,一级字表
2454,寂,一级字表
2455,宿,一级字表
2456,窒,一级字表
2457,窑,一级字表
2458,密,一级字表
2459,谋,一级字表
2460,谍,一级字表
2461,谎,一级字表
2462,谐,一级字表
2463,袱,一级字表
2464,祷,一级字表
2465,祸,一级字表
2466,谓,一级字表
2467,谚,一级字表
2468,谜,一级字表
2469,逮,一级字表
2470,敢,一级字表
2471,尉,一级字表
2472,屠,一级字表
2473,弹,一级字表
2474,隋,一级字表
2475,堕,一级字表
2476,随,一级字表
2477,蛋,一级字表
2478,隅,一级字表
2479,隆,一级字表
2480,隐,一级字表
2481,婚,一级字表
2482,婶,一级字表
2483,婉,一级字表
2484,颇,一级字表
2675,剩,一级字表
2676,稍,一级字表
2677,程,一级字表
2678,稀,一级字表
2679,税,一级字表
2680,筐,一级字表
2681,等,一级字表
2682,筑,一级字表
2683,策,一级字表
2684,筛,一级字表
2685,筒,一级字表
2686,筏,一级字表
2687,答,一级字表
2688,筋,一级字表
2689,筝,一级字表
2690,傲,一级字表
2691,傅,一级字表
2692,牌,一级字表
2693,堡,一级字表
2694,集,一级字表
2695,焦,一级字表
2696,傍,一级字表
2697,储,一级字表
2698,皓,一级字表
2699,皖,一级字表
2700,粤,一级字表
2701,奥,一级字表
2702,街,一级字表
2703,惩,一级字表
2704,御,一级字表
2705,循,一级字表
2706,艇,一级字表
2707,舒,一级字表
2708,逾,一级字表
2709,番,一级字表
2710,释,一级字表
2711,禽,一级字表
2712,腊,一级字表
2903,鄙,一级字表
2904,嗦,一级字表
2905,愚,一级字表
2906,暖,一级字表
2907,盟,一级字表
2908,歇,一级字表
2909,暗,一级字表
2910,暇,一级字表
2911,照,一级字表
2912,畸,一级字表
2913,跨,一级字表
2914,跷,一级字表
2915,跳,一级字表
2916,跺,一级字表
2917,跪,一级字表
2918,路,一级字表
2919,跤,一级字表
2920,跟,一级字表
2921,遣,一级字表
2922,蜈,一级字表
2923,蜗,一级字表
2924,蛾,一级字表
2925,蜂,一级字表
2926,蜕,一级字表
2927,嗅,一级字表
2928,嗡,一级字表
2929,嗓,一级字表
2930,署,一级字表
2931,置,一级字表
2932,罪,一级字表
2933,罩,一级字表
2934,蜀,一级字表
2935,幌,一级字表
2936,错,一级字表
2937,锚,一级字表
2938,锡,一级字表
2939,锣,一级字表
2940,锤,一级字表
3131,貌,一级字表
3132,膜,一级字表
3133,膊,一级字表
3134,膀,一级字表
3135,鲜,一级字表
3136,疑,一级字表
3137,孵,一级字表
3138,馒,一级字表
3139,裹,一级字表
3140,敲,一级字表
3141,豪,一级字表
3142,膏,一级字表
3143,遮,一级字表
3144,腐,一级字表
3145,瘩,一级字表
3146,瘟,一级字表
3147,瘦,一级字表
3148,辣,一级字表
3149,彰,一级字表
3150,竭,一级字表
3151,端,一级字表
3152,旗,一级字表
3153,精,一级字表
3154,粹,一级字表
3155,歉,一级字表
3156,弊,一级字表
3157,熄,一级字表
3158,熔,一级字表
3159,煽,一级字表
3160,潇,一级字表
3161,漆,一级字表
3162,漱,一级字表
3163,漂,一级字表
3164,漫,一级字表
3165,滴,一级字表
3166,漾,一级字表
3167,演,一级字表
3168,漏,一级字表
3359,篷,一级字表
3360,篱,一级字表
3361,儒,一级字表
3362,邀,一级字表
3363,衡,一级字表
3364,膨,一级字表
3365,雕,一级字表
3366,鲸,一级字表
3367,磨,一级字表
3368,瘾,一级字表
3369,瘸,一级字表
3370,凝,一级字表
3371,辨,一级字表
3372,辩,一级字表
3373,糙,一级字表
3374,糖,一级字表
3375,糕,一级字表
3376,燃,一级字表
3377,濒,一级字表
3378,澡,一级字表
3379,激,一级字表
3380,懒,一级字表
3381,憾,一级字表
3382,懈,一级字表
3383,窿,一级字表
3384,壁,一级字表
3385,避,一级字表
3386,缰,一级字表
3387,缴,一级字表
3388,戴,一级字表
3389,擦,一级字表
3390,藉,一级字表
3391,鞠,一级字表
3392,藏,一级字表
3393,藐,一级字表
3394,檬,一级字表
3395,檐,一级字表
3396,檀,一级字表
3487,譬,一级字表
3488,蠢,一级字表
3489,霸,一级字表
3490,露,一级字表
3491,霹,一级字表
3492,躏,一级字表
3493,黯,一级字表
3494,髓,一级字表
3495,赣,一级字表
3496,囊,一级字表
3497,镶,一级字表
3498,瓤,一级字表
3499,罐,一级字表
3500,矗,一级字表
3501,乂,二级字表
3502,乜,二级字表
3503,兀,二级字表
3504,弋,二级字表
3505,孑,二级字表
3506,孓,二级字表
3507,幺,二级字表
3508,亓,二级字表
3509,韦,二级字表
3510,廿,二级字表
3511,丏,二级字表
3512,卅,二级字表
3513,仄,二级字表
3514,厄,二级字表
3515,仃,二级字表
3516,仉,二级字表
3517,仂,二级字表
3518,兮,二级字表
3519,刈,二级字表
3520,爻,二级字表
3521,卞,二级字表
3522,闩,二级字表
3523,讣,二级字表
3524,尹,二级字表
3525,夬,二级字表
3526,爿,二级字表
3527,毋,二级字表
3528,邗,二级字表
3529,邛,二级字表
3530,艽,二级字表
3531,艿,二级字表
3532,札,二级字表
3533,叵,二级字表
3534,匝,二级字表
3535,丕,二级字表
3536,匜,二级字表
3537,劢,二级字表
3538,卟,二级字表
3539,叱,二级字表
3540,叻,二级字表
3541,仨,二级字表
3542,仕,二级字表
3543,仟,二级字表
3544,仡,二级字表
3545,仫,二级字表
3546,仞,二级字表
3547,卮,二级字表
3548,氐,二级字表
3549,犰,二级字表
3550,刍,二级字表
3551,邝,二级字表
3552,邙,二级字表
3553,汀,二级字表
3554,讦,二级字表
3555,讧,二级字表
3556,讪,二级字表
3557,讫,二级字表
3558,尻,二级字表
3559,阡,二级字表
3560,尕,二级字表
3561,弁,二级字表
3562,驭,二级字表
3563,匡,二级字表
3564,耒,二级字表
3565,玎,二级字表
3566,玑,二级字表
3567,邢,二级字表
3568,圩,二级字表
3569,圬,二级字表
3570,圭,二级字表
3571,扦,二级字表
3572,圪,二级字表
3573,圳,二级字表
3574,圹,二级字表
3575,扪,二级字表
3576,圮,二级字表
3577,圯,二级字表
3578,芊,二级字表
3579,芍,二级字表
3580,芄,二级字表
3581,芨,二级字表
3582,芑,二级字表
3583,芎,二级字表
3584,芗,二级字表
3585,亘,二级字表
3586,厍,二级字表
3587,夼,二级字表
3588,戍,二级字表
3589,尥,二级字表
3590,乩,二级字表
3591,旯,二级字表
3592,曳,二级字表
3593,岌,二级字表
3594,屺,二级字表
3595,凼,二级字表
3596,囡,二级字表
3597,钇,二级字表
3598,缶,二级字表
3599,氘,二级字表
3600,氖,二级字表
3601,牝,二级字表
3602,伎,二级字表
3603,伛,二级字表
3604,伢,二级字表
3605,佤,二级字表
3606,仵,二级字表
3607,伥,二级字表
3608,伧,二级字表
3609,伉,二级字表
3610,伫,二级字表
3611,囟,二级字表
3612,汆,二级字表
3613,刖,二级字表
3614,夙,二级字表
3615,旮,二级字表
3616,刎,二级字表
3617,犷,二级字表
3618,犸,二级字表
3619,舛,二级字表
3620,凫,二级字表
3621,邬,二级字表
3622,饧,二级字表
3623,汕,二级字表
3624,汔,二级字表
3625,汐,二级字表
3626,汲,二级字表
3627,汜,二级字表
3628,汊,二级字表
3629,忖,二级字表
3630,忏,二级字表
3631,讴,二级字表
3632,讵,二级字表
3633,祁,二级字表
3634,讷,二级字表
3635,聿,二级字表
3636,艮,二级字表
3637,厾,二级字表
3638,阱,二级字表
3639,阮,二级字表
3640,阪,二级字表
3641,丞,二级字表
3642,妁,二级字表
3643,牟,二级字表
3644,纡,二级字表
3645,纣,二级字表
3646,纥,二级字表
3647,纨,二级字表
3648,玕,二级字表
3649,玙,二级字表
3650,抟,二级字表
3651,抔,二级字表
3652,圻,二级字表
3653,坂,二级字表
3654,坍,二级字表
3655,坞,二级字表
3656,抃,二级字表
3657,抉,二级字表
3658,㧐,二级字表
3659,芫,二级字表
3660,邯,二级字表
3661,芸,二级字表
3662,芾,二级字表
3663,苈,二级字表
3664,苣,二级字表
3665,芷,二级字表
3666,芮,二级字表
3667,苋,二级字表
3668,芼,二级字表
3669,苌,二级字表
3670,苁,二级字表
3671,芩,二级字表
3672,芪,二级字表
3673,芡,二级字表
3674,芟,二级字表
3675,苄,二级字表
3676,苎,二级字表
3677,苡,二级字表
3678,杌,二级字表
3679,杓,二级字表
3680,杞,二级字表
3681,杈,二级字表
3682,忑,二级字表
3683,孛,二级字表
3684,邴,二级字表
3685,邳,二级字表
3686,矶,二级字表
3687,奁,二级字表
3688,豕,二级字表
3689,忒,二级字表
3690,欤,二级字表
3691,轫,二级字表
3692,迓,二级字表
3693,邶,二级字表
3694,忐,二级字表
3695,卣,二级字表
3696,邺,二级字表
3697,旰,二级字表
3698,呋,二级字表
3699,呒,二级字表
3700,呓,二级字表
3701,呔,二级字表
3702,呖,二级字表
3703,呃,二级字表
3704,旸,二级字表
3705,吡,二级字表
3706,町,二级字表
3707,虬,二级字表
3708,呗,二级字表
3709,吽,二级字表
3710,吣,二级字表
3711,吲,二级字表
3712,帏,二级字表
3713,岐,二级字表
3714,岈,二级字表
3715,岘,二级字表
3716,岑,二级字表
3717,岚,二级字表
3718,兕,二级字表
3719,囵,二级字表
3720,囫,二级字表
3721,钊,二级字表
3722,钋,二级字表
3723,钌,二级字表
3724,迕,二级字表
3725,氙,二级字表
3726,氚,二级字表
3727,牤,二级字表
3728,佞,二级字表
3729,邱,二级字表
3730,攸,二级字表
3731,佚,二级字表
3732,佝,二级字表
3733,佟,二级字表
3734,佗,二级字表
3735,伽,二级字表
3736,彷,二级字表
3737,佘,二级字表
3738,佥,二级字表
3739,孚,二级字表
3740,豸,二级字表
3741,坌,二级字表
3742,肟,二级字表
3743,邸,二级字表
3744,奂,二级字表
3745,劬,二级字表
3746,狄,二级字表
3747,狁,二级字表
3748,鸠,二级字表
3749,邹,二级字表
3750,饨,二级字表
3751,饩,二级字表
3752,饪,二级字表
3753,饫,二级字表
3754,饬,二级字表
3755,亨,二级字表
3756,庑,二级字表
3757,庋,二级字表
3758,疔,二级字表
3759,疖,二级字表
3760,肓,二级字表
3761,闱,二级字表
3762,闳,二级字表
3763,闵,二级字表
3764,羌,二级字表
3765,炀,二级字表
3766,沣,二级字表
3767,沅,二级字表
3768,沔,二级字表
3769,沤,二级字表
3770,沌,二级字表
3771,沏,二级字表
3772,沚,二级字表
3773,汩,二级字表
3774,汨,二级字表
3775,沂,二级字表
3776,汾,二级字表
3777,沨,二级字表
3778,汴,二级字表
3779,汶,二级字表
3780,沆,二级字表
3781,沩,二级字表
3782,泐,二级字表
3783,怃,二级字表
3784,怄,二级字表
3785,忡,二级字表
3786,忤,二级字表
3787,忾,二级字表
3788,怅,二级字表
3789,忻,二级字表
3790,忪,二级字表
3791,怆,二级字表
3792,忭,二级字表
3793,忸,二级字表
3794,诂,二级字表
3795,诃,二级字表
3796,诅,二级字表
3797,诋,二级字表
3798,诌,二级字表
3799,诏,二级字表
3800,诒,二级字表
3801,孜,二级字表
3802,陇,二级字表
3803,陀,二级字表
3804,陂,二级字表
3805,陉,二级字表
3806,妍,二级字表
3807,妩,二级字表
3808,妪,二级字表
3809,妣,二级字表
3810,妊,二级字表
3811,妗,二级字表
3812,妫,二级字表
3813,妞,二级字表
3814,姒,二级字表
3815,妤,二级字表
3816,邵,二级字表
3817,劭,二级字表
3818,刭,二级字表
3819,甬,二级字表
3820,邰,二级字表
3821,纭,二级字表
3822,纰,二级字表
3823,纴,二级字表
3824,纶,二级字表
3825,纾,二级字表
3826,玮,二级字表
3827,玡,二级字表
3828,玭,二级字表
3829,玠,二级字表
3830,玢,二级字表
3831,玥,二级字表
3832,玦,二级字表
3833,盂,二级字表
3834,忝,二级字表
3835,匦,二级字表
3836,坩,二级字表
3837,抨,二级字表
3838,拤,二级字表
3839,坫,二级字表
3840,拈,二级字表
3841,垆,二级字表
3842,抻,二级字表
3843,劼,二级字表
3844,拃,二级字表
3845,拊,二级字表
3846,坼,二级字表
3847,坻,二级字表
3848,㧟,二级字表
3849,坨,二级字表
3850,坭,二级字表
3851,抿,二级字表
3852,坳,二级字表
3853,耶,二级字表
3854,苷,二级字表
3855,苯,二级字表
3856,苤,二级字表
3857,茏,二级字表
3858,苫,二级字表
3859,苜,二级字表
3860,苴,二级字表
3861,苒,二级字表
3862,苘,二级字表
3863,茌,二级字表
3864,苻,二级字表
3865,苓,二级字表
3866,茚,二级字表
3867,茆,二级字表
3868,茑,二级字表
3869,茓,二级字表
3870,茔,二级字表
3871,茕,二级字表
3872,茀,二级字表
3873,苕,二级字表
3874,枥,二级字表
3875,枇,二级字表
3876,杪,二级字表
3877,杳,二级字表
3878,枧,二级字表
3879,杵,二级字表
3880,枨,二级字表
3881,枞,二级字表
3882,枋,二级字表
3883,杻,二级字表
3884,杷,二级字表
3885,杼,二级字表
3886,矸,二级字表
3887,砀,二级字表
3888,刳,二级字表
3889,奄,二级字表
3890,瓯,二级字表
3891,殁,二级字表
3892,郏,二级字表
3893,轭,二级字表
3894,郅,二级字表
3895,鸢,二级字表
3896,盱,二级字表
3897,昊,二级字表
3898,昙,二级字表
3899,杲,二级字表
3900,昃,二级字表
3901,咂,二级字表
3902,呸,二级字表
3903,昕,二级字表
3904,昀,二级字表
3905,旻,二级字表
3906,昉,二级字表
3907,炅,二级字表
3908,咔,二级字表
3909,畀,二级字表
3910,虮,二级字表
3911,咀,二级字表
3912,呷,二级字表
3913,黾,二级字表
3914,呱,二级字表
3915,呤,二级字表
3916,咚,二级字表
3917,咆,二级字表
3918,咛,二级字表
3919,呶,二级字表
3920,呣,二级字表
3921,呦,二级字表
3922,咝,二级字表
3923,岢,二级字表
3924,岿,二级字表
3925,岬,二级字表
3926,岫,二级字表
3927,帙,二级字表
3928,岣,二级字表
3929,峁,二级字表
3930,刿,二级字表
3931,迥,二级字表
3932,岷,二级字表
3933,剀,二级字表
3934,帔,二级字表
3935,峄,二级字表
3936,沓,二级字表
3937,囹,二级字表
3938,罔,二级字表
3939,钍,二级字表
3940,钎,二级字表
3941,钏,二级字表
3942,钒,二级字表
3943,钕,二级字表
3944,钗,二级字表
3945,邾,二级字表
3946,迮,二级字表
3947,牦,二级字表
3948,竺,二级字表
3949,迤,二级字表
3950,佶,二级字表
3951,佬,二级字表
3952,佰,二级字表
3953,侑,二级字表
3954,侉,二级字表
3955,臾,二级字表
3956,岱,二级字表
3957,侗,二级字表
3958,侃,二级字表
3959,侏,二级字表
3960,侩,二级字表
3961,佻,二级字表
3962,佾,二级字表
3963,侪,二级字表
3964,佼,二级字表
