id,character,bucket
4095,挝,二级字表
4096,垣,二级字表
4097,挞,二级字表
4098,垤,二级字表
4099,赳,二级字表
4100,贲,二级字表
4101,垱,二级字表
4102,垌,二级字表
4103,郝,二级字表
4104,垧,二级字表
4105,垓,二级字表
4106,挦,二级字表
4107,垠,二级字表
4108,茜,二级字表
4109,荚,二级字表
4110,荑,二级字表
4111,贳,二级字表
4112,荜,二级字表
4113,莒,二级字表
4114,茼,二级字表
4115,茴,二级字表
4116,茱,二级字表
4117,莛,二级字表
4118,荞,二级字表
4119,茯,二级字表
4120,荏,二级字表
4121,荇,二级字表
4122,荃,二级字表
4123,荟,二级字表
4124,荀,二级字表
4125,茗,二级字表
4126,荠,二级字表
4127,茭,二级字表
4128,茨,二级字表
4129,垩,二级字表
4130,荥,二级字表
4131,荦,二级字表
4132,荨,二级字表
4133,荩,二级字表
4134,剋,二级字表
4135,荪,二级字表
4136,茹,二级字表
4137,荬,二级字表
4138,荮,二级字表
4139,柰,二级字表
4140,栉,二级字表
4141,柯,二级字表
4142,柘,二级字表
4143,栊,二级字表
4144,柩,二级字表
4145,枰,二级字表
4146,栌,二级字表
4147,柙,二级字表
4148,枵,二级字表
4149,柚,二级字表
4150,枳,二级字表
4151,柞,二级字表
4152,柝,二级字表
4153,栀,二级字表
4154,柢,二级字表
4155,栎,二级字表
4156,枸,二级字表
4157,柈,二级字表
4158,柁,二级字表
4159,枷,二级字表
4160,柽,二级字表
4161,剌,二级字表
4162,酊,二级字表
4163,郦,二级字表
4164,甭,二级字表
4165,砗,二级字表
4166,砘,二级字表
4167,砒,二级字表
4168,斫,二级字表
4169,砭,二级字表
4170,砜,二级字表
4171,奎,二级字表
4172,耷,二级字表
4173,虺,二级字表
4174,殂,二级字表
4175,殇,二级字表
4176,殄,二级字表
4177,殆,二级字表
4178,轱,二级字表
4179,轲,二级字表
4180,轳,二级字表
4181,轶,二级字表
4182,轸,二级字表
4183,虿,二级字表
4184,毖,二级字表
4185,觇,二级字表
4186,尜,二级字表
4187,哐,二级字表
4188,眄,二级字表
4189,眍,二级字表
4190,𠳐,二级字表
4191,郢,二级字表
4192,眇,二级字表
4193,眊,二级字表
4194,眈,二级字表
4195,禺,二级字表
4196,哂,二级字表
4197,咴,二级字表
4198,曷,二级字表
4199,昴,二级字表
4200,昱,二级字表
4201,昵,二级字表
4202,咦,二级字表
4203,哓,二级字表
4204,哔,二级字表
4205,畎,二级字表
4206,毗,二级字表
4207,呲,二级字表
4208,胄,二级字表
4209,畋,二级字表
4210,畈,二级字表
4211,虼,二级字表
4212,虻,二级字表
4213,盅,二级字表
4214,咣,二级字表
4215,哕,二级字表
4216,剐,二级字表
4217,郧,二级字表
4218,咻,二级字表
4219,囿,二级字表
4220,咿,二级字表
4221,哌,二级字表
4222,哙,二级字表
4223,哚,二级字表
4224,咯,二级字表
4225,咩,二级字表
4226,咤,二级字表
4227,哝,二级字表
4228,哏,二级字表
4229,哞,二级字表
4230,峙,二级字表
4231,峣,二级字表
4232,罘,二级字表
4233,帧,二级字表
4234,峒,二级字表
4235,峤,二级字表
4236,峋,二级字表
4237,峥,二级字表
4238,贶,二级字表
4239,钚,二级字表
4240,钛,二级字表
4241,钡,二级字表
4242,钣,二级字表
4243,钤,二级字表
4244,钨,二级字表
4245,钫,二级字表
4246,钯,二级字表
4247,氡,二级字表
4248,氟,二级字表
4249,牯,二级字表
4250,郜,二级字表
4251,秕,二级字表
4252,秭,二级字表
4253,竽,二级字表
4254,笈,二级字表
4255,笃,二级字表
4256,俦,二级字表
4257,俨,二级字表
4258,俅,二级字表
4259,俪,二级字表
4260,叟,二级字表
4261,垡,二级字表
4262,牮,二级字表
4263,俣,二级字表
4264,俚,二级字表
4265,皈,二级字表
4266,俑,二级字表
4267,俟,二级字表
4268,逅,二级字表
4269,徇,二级字表
4270,徉,二级字表
4271,舢,二级字表
4272,俞,二级字表
4273,郗,二级字表
4274,俎,二级字表
4275,郤,二级字表
4276,爰,二级字表
4277,郛,二级字表
4278,瓴,二级字表
4279,胨,二级字表
4280,胪,二级字表
4281,胛,二级字表
4282,胂,二级字表
4283,胙,二级字表
4284,胍,二级字表
4285,胗,二级字表
4286,胝,二级字表
4287,朐,二级字表
4288,胫,二级字表
4289,鸨,二级字表
4290,匍,二级字表
4291,狨,二级字表
4292,狯,二级字表
4293,飑,二级字表
4294,狩,二级字表
4295,狲,二级字表
4296,訇,二级字表
4297,逄,二级字表
4298,昝,二级字表
4299,饷,二级字表
4300,饸,二级字表
4301,饹,二级字表
4302,胤,二级字表
4303,孪,二级字表
4304,娈,二级字表
4305,弈,二级字表
4306,奕,二级字表
4307,庥,二级字表
4308,疬,二级字表
4309,疣,二级字表
4310,疥,二级字表
4311,疭,二级字表
4312,庠,二级字表
4313,竑,二级字表
4314,彦,二级字表
4315,飒,二级字表
4316,闼,二级字表
4317,闾,二级字表
4318,闿,二级字表
4319,阂,二级字表
4320,羑,二级字表
4321,迸,二级字表
4322,籼,二级字表
4323,酋,二级字表
4324,炳,二级字表
4325,炻,二级字表
4326,炽,二级字表
4327,炯,二级字表
4328,烀,二级字表
4329,炷,二级字表
4330,烃,二级字表
4331,洱,二级字表
4332,洹,二级字表
4333,洧,二级字表
4334,洌,二级字表
4335,浃,二级字表
4336,洇,二级字表
4337,洄,二级字表
4338,洙,二级字表
4339,涎,二级字表
4340,洎,二级字表
4341,洫,二级字表
4342,浍,二级字表
4343,洮,二级字表
4344,洵,二级字表
4345,浒,二级字表
4346,浔,二级字表
4347,浕,二级字表
4348,洳,二级字表
4349,恸,二级字表
4350,恓,二级字表
4351,恹,二级字表
4352,恫,二级字表
4353,恺,二级字表
4354,恻,二级字表
4355,恂,二级字表
4356,恪,二级字表
4357,恽,二级字表
4358,宥,二级字表
4359,扃,二级字表
4360,衲,二级字表
4361,衽,二级字表
4362,衿,二级字表
4363,袂,二级字表
4364,祛,二级字表
4365,祜,二级字表
4366,祓,二级字表
4367,祚,二级字表
4368,诮,二级字表
4369,祗,二级字表
4370,祢,二级字表
4371,诰,二级字表
4372,诳,二级字表
4373,鸩,二级字表
4374,昶,二级字表
4375,郡,二级字表
4376,咫,二级字表
4377,弭,二级字表
4378,牁,二级字表
4379,胥,二级字表
4380,陛,二级字表
4381,陟,二级字表
4382,娅,二级字表
4383,姮,二级字表
4384,娆,二级字表
4385,姝,二级字表
4386,姣,二级字表
4387,姘,二级字表
4388,姹,二级字表
4389,怼,二级字表
4390,羿,二级字表
4391,炱,二级字表
4392,矜,二级字表
4393,绔,二级字表
4394,骁,二级字表
4395,骅,二级字表
4396,绗,二级字表
4397,绛,二级字表
4398,骈,二级字表
4399,耖,二级字表
4400,挈,二级字表
4401,珥,二级字表
4402,珙,二级字表
4403,顼,二级字表
4404,珰,二级字表
4405,珩,二级字表
4406,珧,二级字表
4407,珣,二级字表
4408,珞,二级字表
4409,琤,二级字表
4410,珲,二级字表
4411,敖,二级字表
4412,恚,二级字表
4413,埔,二级字表
4414,埕,二级字表
4415,埘,二级字表
4416,埙,二级字表
4417,埚,二级字表
4418,挹,二级字表
4419,耆,二级字表
4420,耄,二级字表
4421,埒,二级字表
4422,捋,二级字表
4423,贽,二级字表
4424,垸,二级字表
4425,捃,二级字表
4426,盍,二级字表
4427,荸,二级字表
4428,莆,二级字表
4429,莳,二级字表
4430,莴,二级字表
4431,莪,二级字表
4432,莠,二级字表
4433,莓,二级字表
4434,莜,二级字表
4435,莅,二级字表
4436,荼,二级字表
4437,莩,二级字表
4438,荽,二级字表
4439,莸,二级字表
4440,荻,二级字表
4441,莘,二级字表
4442,莎,二级字表
4443,莞,二级字表
4444,莨,二级字表
4445,鸪,二级字表
4446,莼,二级字表
4447,栲,二级字表
4448,栳,二级字表
4449,郴,二级字表
4450,桓,二级字表
4451,桡,二级字表
4452,桎,二级字表
4453,桢,二级字表
4454,桤,二级字表
4455,梃,二级字表
4456,栝,二级字表
4457,桕,二级字表
4458,桁,二级字表
4459,桧,二级字表
4460,桅,二级字表
4461,栟,二级字表
4462,桉,二级字表
4463,栩,二级字表
4464,逑,二级字表
4465,逋,二级字表
4466,彧,二级字表
4467,鬲,二级字表
4468,豇,二级字表
4469,酐,二级字表
4470,逦,二级字表
4471,厝,二级字表
4472,孬,二级字表
4473,砝,二级字表
4474,砹,二级字表
4475,砺,二级字表
4476,砧,二级字表
4477,砷,二级字表
4478,砟,二级字表
4479,砼,二级字表
4480,砥,二级字表
4481,砣,二级字表
4482,剞,二级字表
4483,砻,二级字表
4484,轼,二级字表
4485,轾,二级字表
4486,辂,二级字表
4487,鸫,二级字表
4488,趸,二级字表
4489,龀,二级字表
4490,鸬,二级字表
4491,虔,二级字表
4492,逍,二级字表
4493,眬,二级字表
4494,唛,二级字表
4495,晟,二级字表
4496,眩,二级字表
4497,眙,二级字表
4498,哧,二级字表
4499,哽,二级字表
4500,唔,二级字表
4501,晁,二级字表
4502,晏,二级字表
4503,鸮,二级字表
4504,趵,二级字表
4505,趿,二级字表
4506,畛,二级字表
4507,蚨,二级字表
4508,蚜,二级字表
4509,蚍,二级字表
4510,蚋,二级字表
4511,蚬,二级字表
4512,蚝,二级字表
4513,蚧,二级字表
4514,唢,二级字表
4515,圄,二级字表
4516,唣,二级字表
4517,唏,二级字表
4518,盎,二级字表
4519,唑,二级字表
4520,崂,二级字表
4521,崃,二级字表
4522,罡,二级字表
4523,罟,二级字表
4524,峪,二级字表
4525,觊,二级字表
4526,赅,二级字表
4527,钰,二级字表
4528,钲,二级字表
4529,钴,二级字表
4530,钵,二级字表
4531,钹,二级字表
4532,钺,二级字表
4533,钽,二级字表
4534,钼,二级字表
4535,钿,二级字表
4536,铀,二级字表
4537,铂,二级字表
4538,铄,二级字表
4539,铆,二级字表
4540,铈,二级字表
4541,铉,二级字表
4542,铊,二级字表
4543,铋,二级字表
4544,铌,二级字表
4545,铍,二级字表
4546,䥽,二级字表
4547,铎,二级字表
4548,氩,二级字表
4549,氤,二级字表
4550,氦,二级字表
4551,毪,二级字表
4552,舐,二级字表
4553,秣,二级字表
4554,秫,二级字表
4555,盉,二级字表
4556,笄,二级字表
4557,笕,二级字表
4558,笊,二级字表
4559,笏,二级字表
4560,笆,二级字表
4561,俸,二级字表
4562,倩,二级字表
4563,俵,二级字表
4564,偌,二级字表
4565,俳,二级字表
4566,俶,二级字表
4567,倬,二级字表
4568,倏,二级字表
4569,恁,二级字表
4570,倭,二级字表
4571,倪,二级字表
4572,俾,二级字表
4573,倜,二级字表
4574,隼,二级字表
4575,隽,二级字表
4576,倌,二级字表
4577,倥,二级字表
4578,臬,二级字表
4579,皋,二级字表
4580,郫,二级字表
4581,倨,二级字表
4582,衄,二级字表
4583,颀,二级字表
4584,徕,二级字表
4585,舫,二级字表
4586,釜,二级字表
4587,奚,二级字表
4588,衾,二级字表
4589,胯,二级字表
4590,胱,二级字表
4591,胴,二级字表
4592,胭,二级字表
4593,脍,二级字表
4594,胼,二级字表
4595,朕,二级字表
4596,脒,二级字表
4597,胺,二级字表
4598,鸱,二级字表
4599,玺,二级字表
4600,鸲,二级字表
4601,狷,二级字表
4602,猁,二级字表
4603,狳,二级字表
4604,猃,二级字表
4605,狺,二级字表
4606,逖,二级字表
4607,桀,二级字表
4608,袅,二级字表
4609,饽,二级字表
4610,凇,二级字表
4611,栾,二级字表
4612,挛,二级字表
4613,亳,二级字表
4614,疳,二级字表
4615,疴,二级字表
4616,疸,二级字表
4617,疽,二级字表
4618,痈,二级字表
4619,疱,二级字表
4620,痂,二级字表
4621,痉,二级字表
4622,衮,二级字表
4623,凋,二级字表
4624,颃,二级字表
4625,恣,二级字表
4626,旆,二级字表
4627,旄,二级字表
4628,旃,二级字表
4629,阃,二级字表
4630,阄,二级字表
4631,訚,二级字表
4632,阆,二级字表
4633,恙,二级字表
4634,粑,二级字表
4635,朔,二级字表
4636,郸,二级字表
4637,烜,二级字表
4638,烨,二级字表
4639,烩,二级字表
4640,烊,二级字表
4641,剡,二级字表
4642,郯,二级字表
4643,烬,二级字表
4644,涑,二级字表
4645,浯,二级字表
4646,涞,二级字表
4647,涟,二级字表
4648,娑,二级字表
4649,涅,二级字表
4650,涠,二级字表
4651,浞,二级字表
4652,涓,二级字表
4653,浥,二级字表
4654,涔,二级字表
4655,浜,二级字表
4656,浠,二级字表
4657,浣,二级字表
4658,浚,二级字表
4659,悚,二级字表
4660,悭,二级字表
4661,悝,二级字表
4662,悒,二级字表
4663,悌,二级字表
4664,悛,二级字表
4665,宸,二级字表
4666,窈,二级字表
4667,剜,二级字表
4668,诹,二级字表
4669,冢,二级字表
4670,诼,二级字表
4671,袒,二级字表
4672,袢,二级字表
4673,祯,二级字表
4674,诿,二级字表
4675,谀,二级字表
4676,谂,二级字表
4677,谄,二级字表
4678,谇,二级字表
4679,屐,二级字表
4680,屙,二级字表
4681,陬,二级字表
4682,勐,二级字表
4683,奘,二级字表
4684,牂,二级字表
4685,蚩,二级字表
4686,陲,二级字表
4687,姬,二级字表
4688,娠,二级字表
4689,娌,二级字表
4690,娉,二级字表
4691,娲,二级字表
4692,娩,二级字表
4693,娴,二级字表
4694,娣,二级字表
4695,娓,二级字表
4696,婀,二级字表
4697,畚,二级字表
4698,逡,二级字表
4699,绠,二级字表
4700,骊,二级字表
4701,绡,二级字表
4702,骋,二级字表
4703,绥,二级字表
4704,绦,二级字表
4705,绨,二级字表
4706,骎,二级字表
4707,邕,二级字表
4708,鸶,二级字表
4709,彗,二级字表
4710,耜,二级字表
4711,焘,二级字表
4712,舂,二级字表
4713,琏,二级字表
4714,琇,二级字表
4715,麸,二级字表
4716,揶,二级字表
4717,埴,二级字表
4718,埯,二级字表
4719,捯,二级字表
4720,掳,二级字表
4721,掴,二级字表
4722,埸,二级字表
4723,埵,二级字表
4724,赧,二级字表
4725,埤,二级字表
4726,捭,二级字表
4727,逵,二级字表
4728,埝,二级字表
4729,堋,二级字表
4730,堍,二级字表
4731,掬,二级字表
4732,鸷,二级字表
4733,掖,二级字表
4734,捽,二级字表
4735,掊,二级字表
4736,堉,二级字表
4737,掸,二级字表
4738,捩,二级字表
4739,掮,二级字表
4740,悫,二级字表
4741,埭,二级字表
4742,埽,二级字表
4743,掇,二级字表
4744,掼,二级字表
4745,聃,二级字表
4746,菁,二级字表
4747,萁,二级字表
4748,菘,二级字表
4749,堇,二级字表
4750,萘,二级字表
4751,萋,二级字表
4752,菽,二级字表
4753,菖,二级字表
4754,萜,二级字表
4755,萸,二级字表
4756,萑,二级字表
4757,棻,二级字表
4758,菔,二级字表
4759,菟,二级字表
4760,萏,二级字表
4761,萃,二级字表
4762,菏,二级字表
4763,菹,二级字表
4764,菪,二级字表
4765,菅,二级字表
4766,菀,二级字表
4767,萦,二级字表
4768,菰,二级字表
4769,菡,二级字表
4770,梵,二级字表
4771,梿,二级字表
4772,梏,二级字表
4773,觋,二级字表
4774,桴,二级字表
4775,桷,二级字表
4776,梓,二级字表
4777,棁,二级字表
4778,桫,二级字表
4779,棂,二级字表
4780,啬,二级字表
4781,郾,二级字表
4782,匮,二级字表
4783,敕,二级字表
4784,豉,二级字表
4785,鄄,二级字表
4786,酞,二级字表
4787,酚,二级字表
4788,戛,二级字表
4789,硎,二级字表
4790,硭,二级字表
4791,硒,二级字表
4792,硖,二级字表
4793,硗,二级字表
4794,硐,二级字表
4795,硇,二级字表
4796,硌,二级字表
4797,鸸,二级字表
4798,瓠,二级字表
4799,匏,二级字表
4800,厩,二级字表
4801,龚,二级字表
4802,殒,二级字表
4803,殓,二级字表
4804,殍,二级字表
4805,赉,二级字表
4806,雩,二级字表
4807,辄,二级字表
4808,堑,二级字表
4809,眭,二级字表
4810,眦,二级字表
4811,啧,二级字表
4812,晡,二级字表
4813,晤,二级字表
4814,眺,二级字表
4815,眵,二级字表
4816,眸,二级字表
4817,圊,二级字表
4818,喏,二级字表
4819,喵,二级字表
4820,啉,二级字表
4821,勖,二级字表
4822,晞,二级字表
4823,唵,二级字表
4824,晗,二级字表
4825,冕,二级字表
4826,啭,二级字表
4827,畦,二级字表
4828,趺,二级字表
4829,啮,二级字表
4830,跄,二级字表
4831,蚶,二级字表
4832,蛄,二级字表
4833,蛎,二级字表
4834,蛆,二级字表
4835,蚰,二级字表
4836,蛊,二级字表
4837,圉,二级字表
4838,蚱,二级字表
4839,蛉,二级字表
4840,蛏,二级字表
4841,蚴,二级字表
4842,啁,二级字表
4843,啕,二级字表
4844,唿,二级字表
4845,啐,二级字表
4846,唼,二级字表
4847,唷,二级字表
4848,啖,二级字表
4849,啵,二级字表
4850,啶,二级字表
4851,啷,二级字表
4852,唳,二级字表
4853,唰,二级字表
4854,啜,二级字表
4855,帻,二级字表
4856,崚,二级字表
4857,崦,二级字表
4858,帼,二级字表
4859,崮,二级字表
4860,崤,二级字表
4861,崆,二级字表
4862,赇,二级字表
4863,赈,二级字表
4864,赊,二级字表
4865,铑,二级字表
4866,铒,二级字表
4867,铗,二级字表
4868,铙,二级字表
4869,铟,二级字表
4870,铠,二级字表
4871,铡,二级字表
4872,铢,二级字表
4873,铣,二级字表
4874,铤,二级字表
4875,铧,二级字表
4876,铨,二级字表
4877,铩,二级字表
4878,铪,二级字表
4879,铫,二级字表
4880,铬,二级字表
4881,铮,二级字表
4882,铯,二级字表
4883,铰,二级字表
4884,铱,二级字表
4885,铳,二级字表
4886,铵,二级字表
4887,铷,二级字表
4888,氪,二级字表
4889,牾,二级字表
4890,鸹,二级字表
4891,秾,二级字表
4892,逶,二级字表
4893,笺,二级字表
4894,筇,二级字表
4895,笸,二级字表
4896,笪,二级字表
4897,笮,二级字表
4898,笠,二级字表
4899,笥,二级字表
4900,笤,二级字表
4901,笳,二级字表
4902,笾,二级字表
4903,笞,二级字表
4904,偾,二级字表
4905,偃,二级字表
4906,偕,二级字表
4907,偈,二级字表
4908,傀,二级字表
4909,偬,二级字表
4910,偻,二级字表
4911,皑,二级字表
4912,皎,二级字表
4913,鸻,二级字表
4914,徜,二级字表
4915,舸,二级字表
4916,舻,二级字表
4917,舴,二级字表
4918,舷,二级字表
4919,龛,二级字表
4920,翎,二级字表
4921,脬,二级字表
4922,脘,二级字表
4923,脲,二级字表
4924,匐,二级字表
4925,猗,二级字表
4926,猡,二级字表
4927,猞,二级字表
4928,猝,二级字表
4929,斛,二级字表
4930,猕,二级字表
4931,馗,二级字表
4932,馃,二级字表
4933,馄,二级字表
4934,鸾,二级字表
4935,孰,二级字表
4936,庹,二级字表
4937,庾,二级字表
4938,痔,二级字表
4939,痍,二级字表
4940,疵,二级字表
4941,翊,二级字表
4942,旌,二级字表
4943,旎,二级字表
4944,袤,二级字表
4945,阇,二级字表
4946,阈,二级字表
4947,阉,二级字表
4948,阊,二级字表
4949,阋,二级字表
4950,阍,二级字表
4951,阏,二级字表
4952,羟,二级字表
4953,粝,二级字表
4954,粕,二级字表
4955,敝,二级字表
4956,焐,二级字表
4957,烯,二级字表
4958,焓,二级字表
4959,烽,二级字表
4960,焖,二级字表
4961,烷,二级字表
4962,焗,二级字表
4963,渍,二级字表
4964,渚,二级字表
4965,淇,二级字表
4966,淅,二级字表
4967,淞,二级字表
4968,渎,二级字表
4969,涿,二级字表
4970,淖,二级字表
4971,挲,二级字表
4972,淠,二级字表
4973,涸,二级字表
4974,渑,二级字表
4975,淦,二级字表
4976,淝,二级字表
4977,淬,二级字表
4978,涪,二级字表
4979,淙,二级字表
4980,涫,二级字表
4981,渌,二级字表
4982,淄,二级字表
4983,惬,二级字表
4984,悻,二级字表
4985,悱,二级字表
4986,惝,二级字表
4987,惘,二级字表
4988,悸,二级字表
4989,惆,二级字表
4990,惚,二级字表
4991,惇,二级字表
4992,惮,二级字表
4993,窕,二级字表
4994,谌,二级字表
4995,谏,二级字表
4996,扈,二级字表
4997,皲,二级字表
4998,谑,二级字表
4999,裆,二级字表
5000,袷,二级字表
5001,裉,二级字表
5002,谒,二级字表
5003,谔,二级字表
5004,谕,二级字表
5005,谖,二级字表
5006,谗,二级字表
5007,谙,二级字表
5008,谛,二级字表
5009,谝,二级字表
5010,逯,二级字表
5011,郿,二级字表
5012,隈,二级字表
5013,粜,二级字表
5014,隍,二级字表
5015,隗,二级字表
5016,婧,二级字表
5017,婊,二级字表
5018,婕,二级字表
5019,娼,二级字表
5020,婢,二级字表
5021,婵,二级字表
5022,胬,二级字表
5023,袈,二级字表
5024,翌,二级字表
5025,恿,二级字表
5026,欸,二级字表
5027,绫,二级字表
5028,骐,二级字表
5029,绮,二级字表
5030,绯,二级字表
5031,绱,二级字表
5032,骒,二级字表
5033,绲,二级字表
5034,骓,二级字表
5035,绶,二级字表
5036,绺,二级字表
5037,绻,二级字表
5038,绾,二级字表
5039,骖,二级字表
5040,缁,二级字表
5041,耠,二级字表
5042,琫,二级字表
5043,琵,二级字表
5044,琶,二级字表
5045,琪,二级字表
5046,瑛,二级字表
5047,琦,二级字表
5048,琥,二级字表
5049,琨,二级字表
5050,靓,二级字表
5051,琰,二级字表
5052,琮,二级字表
5053,琯,二级字表
5054,琬,二级字表
5055,琛,二级字表
5056,琚,二级字表
5057,辇,二级字表
5058,鼋,二级字表
5059,揳,二级字表
5060,堞,二级字表
5061,搽,二级字表
5062,揸,二级字表
5063,揠,二级字表
5064,堙,二级字表
5065,趄,二级字表
5066,揖,二级字表
5067,颉,二级字表
5068,塄,二级字表
5069,揿,二级字表
5070,耋,二级字表
5071,揄,二级字表
5072,蛩,二级字表
5073,蛰,二级字表
5074,塆,二级字表
5075,摒,二级字表
5076,揆,二级字表
5077,掾,二级字表
5078,聒,二级字表
5079,葑,二级字表
5080,葚,二级字表
5081,靰,二级字表
5082,靸,二级字表
5083,葳,二级字表
5084,葺,二级字表
5085,葸,二级字表
5086,萼,二级字表
5087,葆,二级字表
5088,葩,二级字表
5089,葶,二级字表
5090,蒌,二级字表
5091,萱,二级字表
5092,戟,二级字表
5093,葭,二级字表
5094,楮,二级字表
5095,棼,二级字表
5096,椟,二级字表
5097,棹,二级字表
5098,椤,二级字表
5099,棰,二级字表
5100,赍,二级字表
5101,椋,二级字表
5102,椁,二级字表
5103,椪,二级字表
5104,棣,二级字表
5105,椐,二级字表
5106,鹁,二级字表
5107,覃,二级字表
5108,酤,二级字表
5109,酢,二级字表
5110,酡,二级字表
5111,鹂,二级字表
5112,厥,二级字表
5113,殚,二级字表
5114,殛,二级字表
5115,雯,二级字表
5116,雱,二级字表
5117,辊,二级字表
5118,辋,二级字表
5119,椠,二级字表
5120,辍,二级字表
5121,辎,二级字表
5122,斐,二级字表
5123,睄,二级字表
5124,睑,二级字表
5125,睇,二级字表
5126,睃,二级字表
5127,戢,二级字表
5128,喋,二级字表
5129,嗒,二级字表
5130,喃,二级字表
5131,喱,二级字表
5132,喹,二级字表
5133,晷,二级字表
5134,喈,二级字表
5135,跖,二级字表
5136,跗,二级字表
5137,跞,二级字表
5138,跚,二级字表
5139,跎,二级字表
5140,跏,二级字表
5141,跆,二级字表
5142,蛱,二级字表
5143,蛲,二级字表
5144,蛭,二级字表
5145,蛳,二级字表
5146,蛐,二级字表
5147,蛔,二级字表
5148,蛞,二级字表
5149,蛴,二级字表
5150,蛟,二级字表
5151,蛘,二级字表
5152,喁,二级字表
5153,喟,二级字表
5154,啾,二级字表
5155,嗖,二级字表
5156,喑,二级字表
5157,嗟,二级字表
5158,喽,二级字表
5159,嗞,二级字表
5160,喀,二级字表
5161,喔,二级字表
5162,喙,二级字表
5163,嵘,二级字表
5164,嵖,二级字表
5165,崴,二级字表
5166,遄,二级字表
5167,詈,二级字表
5168,嵎,二级字表
5169,崽,二级字表
5170,嵬,二级字表
5171,嵛,二级字表
5172,嵯,二级字表
5173,嵝,二级字表
5174,嵫,二级字表
5175,幄,二级字表
5176,嵋,二级字表
5177,赕,二级字表
5178,铻,二级字表
5179,铼,二级字表
5180,铿,二级字表
5181,锃,二级字表
5182,锂,二级字表
5183,锆,二级字表
5184,锇,二级字表
5185,锉,二级字表
5186,锏,二级字表
5187,锑,二级字表
5188,锒,二级字表
5189,锔,二级字表
5190,锕,二级字表
5191,掣,二级字表
5192,矬,二级字表
5193,氰,二级字表
5194,毳,二级字表
5195,毽,二级字表
5196,犊,二级字表
5197,犄,二级字表
5198,犋,二级字表
5199,鹄,二级字表
5200,犍,二级字表
5201,嵇,二级字表
5202,黍,二级字表
5203,稃,二级字表
5204,稂,二级字表
5205,筚,二级字表
5206,筵,二级字表
5207,筌,二级字表
5208,傣,二级字表
5209,傈,二级字表
5210,舄,二级字表
5211,牍,二级字表
5212,傥,二级字表
5213,傧,二级字表
5214,遑,二级字表
5215,傩,二级字表
5216,遁,二级字表
5217,徨,二级字表
5218,媭,二级字表
5219,畲,二级字表
5220,弑,二级字表
5221,颌,二级字表
5222,翕,二级字表
5223,釉,二级字表
5224,鹆,二级字表
5225,舜,二级字表
5226,貂,二级字表
5227,腈,二级字表
5228,腌,二级字表
5229,腓,二级字表
5230,腆,二级字表
5231,腴,二级字表
5232,腑,二级字表
5233,腚,二级字表
5234,腱,二级字表
5235,鱿,二级字表
5236,鲀,二级字表
5237,鲂,二级字表
5238,颍,二级字表
5239,猢,二级字表
5240,猹,二级字表
5241,猥,二级字表
5242,飓,二级字表
5243,觞,二级字表
5244,觚,二级字表
5245,猱,二级字表
5246,颎,二级字表
5247,飧,二级字表
5248,馇,二级字表
5249,馊,二级字表
5250,亵,二级字表
5251,脔,二级字表
5252,裒,二级字表
5253,痣,二级字表
5254,痨,二级字表
5255,痦,二级字表
5256,痞,二级字表
5257,痤,二级字表
5258,痫,二级字表
5259,痧,二级字表
5260,赓,二级字表
5261,竦,二级字表
5262,瓿,二级字表
5263,啻,二级字表
5264,颏,二级字表
5265,鹇,二级字表
5266,阑,二级字表
5267,阒,二级字表
5268,阕,二级字表
5269,粞,二级字表
5270,遒,二级字表
5271,孳,二级字表
5272,焯,二级字表
5273,焜,二级字表
5274,焙,二级字表
5275,焱,二级字表
5276,鹈,二级字表
5277,湛,二级字表
5278,渫,二级字表
5279,湮,二级字表
5280,湎,二级字表
5281,湜,二级字表
5282,渭,二级字表
5283,湍,二级字表
5284,湫,二级字表
5285,溲,二级字表
5286,湟,二级字表
5287,溆,二级字表
5288,湲,二级字表
5289,湔,二级字表
5290,湉,二级字表
5291,渥,二级字表
5292,湄,二级字表
5293,滁,二级字表
5294,愠,二级字表
5295,惺,二级字表
5296,愦,二级字表
5297,惴,二级字表
5298,愀,二级字表
5299,愎,二级字表
5300,愔,二级字表
5301,喾,二级字表
5302,寐,二级字表
5303,谟,二级字表
5304,扉,二级字表
5305,裢,二级字表
5306,裎,二级字表
5307,裥,二级字表
5308,祾,二级字表
5309,祺,二级字表
5310,谠,二级字表
5311,幂,二级字表
5312,谡,二级字表
5313,谥,二级字表
5314,谧,二级字表
5315,遐,二级字表
5316,孱,二级字表
5317,弼,二级字表
5318,巽,二级字表
5319,骘,二级字表
5320,媪,二级字表
5321,媛,二级字表
5322,婷,二级字表
5323,巯,二级字表
5324,翚,二级字表
5325,皴,二级字表
5326,婺,二级字表
5327,骛,二级字表
5328,缂,二级字表
5329,缃,二级字表
5330,缄,二级字表
5331,彘,二级字表
5332,缇,二级字表
5333,缈,二级字表
5334,缌,二级字表
5335,缑,二级字表
5336,缒,二级字表
5337,缗,二级字表
5338,飨,二级字表
5339,耢,二级字表
5340,瑚,二级字表
5341,瑁,二级字表
5342,瑜,二级字表
5343,瑗,二级字表
5344,瑄,二级字表
5345,瑕,二级字表
5346,遨,二级字表
5347,骜,二级字表
5348,韫,二级字表
5349,髡,二级字表
5350,塬,二级字表
5351,鄢,二级字表
5352,趔,二级字表
5353,趑,二级字表
5354,摅,二级字表
5355,摁,二级字表
5356,蜇,二级字表
5357,搋,二级字表
5358,搪,二级字表
